seqlen,branches,method,layers_per_step,rep,ms,ncu_available,nsys_available
2048,1,vmm_paged,28,21,1.293887972831726,False,True
2048,1,contiguous,28,22,1.3018239736557007,False,True
2048,1,vmm_paged,28,22,1.2886719703674316,False,True
2048,1,contiguous,28,23,1.2963199615478516,False,True
2048,1,vmm_paged,28,23,1.2927039861679077,False,True
2048,1,contiguous,28,24,1.3037439584732056,False,True
2048,1,vmm_paged,28,24,1.320863962173462,False,True
2048,1,contiguous,28,25,1.3088959455490112,False,True
2048,1,vmm_paged,28,25,1.2861759662628174,False,True
2048,1,contiguous,28,26,1.322816014289856,False,True
2048,1,vmm_paged,28,26,1.287168025970459,False,True
2048,1,contiguous,28,27,1.3033599853515625,False,True
2048,1,vmm_paged,28,27,1.3041280508041382,False,True
2048,1,contiguous,28,28,1.3041599988937378,False,True
2048,1,vmm_paged,28,28,1.2909760475158691,False,True
2048,1,contiguous,28,29,1.3108479976654053,False,True
2048,1,vmm_paged,28,29,1.2933119535446167,False,True
2048,4,contiguous,28,0,1.4088959693908691,False,True
2048,4,vmm_paged,28,0,1.3556159734725952,False,True
2048,4,contiguous,28,1,1.3500479459762573,False,True
2048,4,vmm_paged,28,1,1.347551941871643,False,True
2048,4,contiguous,28,2,1.3551039695739746,False,True
2048,4,vmm_paged,28,2,1.3481600284576416,False,True
2048,4,contiguous,28,3,1.358016014099121,False,True
2048,4,vmm_paged,28,3,1.351423978805542,False,True
2048,4,contiguous,28,4,1.3397760391235352,False,True
2048,4,vmm_paged,28,4,1.3474880456924438,False,True
2048,4,contiguous,28,5,1.3464000225067139,False,True
2048,4,vmm_paged,28,5,1.3473600149154663,False,True
2048,4,contiguous,28,6,1.3536959886550903,False,True
2048,4,vmm_paged,28,6,1.346783995628357,False,True
2048,4,contiguous,28,7,1.3623039722442627,False,True
2048,4,vmm_paged,28,7,1.348863959312439,False,True
2048,4,contiguous,28,8,1.349727988243103,False,True
2048,4,vmm_paged,28,8,1.3501440286636353,False,True
2048,4,contiguous,28,9,1.3460479974746704,False,True
2048,4,vmm_paged,28,9,1.3464319705963135,False,True
2048,4,contiguous,28,10,1.3504960536956787,False,True
2048,4,vmm_paged,28,10,1.348479986190796,False,True
2048,4,contiguous,28,11,1.3482240438461304,False,True
2048,4,vmm_paged,28,11,1.3506879806518555,False,True
2048,4,contiguous,28,12,1.348031997680664,False,True
2048,4,vmm_paged,28,12,1.3498560190200806,False,True
2048,4,contiguous,28,13,1.3489279747009277,False,True
2048,4,vmm_paged,28,13,1.3509440422058105,False,True
2048,4,contiguous,28,14,1.3500159978866577,False,True
2048,4,vmm_paged,28,14,1.3462719917297363,False,True
2048,4,contiguous,28,15,1.3493119478225708,False,True
2048,4,vmm_paged,28,15,1.3460160493850708,False,True
2048,4,contiguous,28,16,1.3478080034255981,False,True
2048,4,vmm_paged,28,16,1.351423978805542,False,True
2048,4,contiguous,28,17,1.3487039804458618,False,True
2048,4,vmm_paged,28,17,1.3471360206604004,False,True
2048,4,contiguous,28,18,1.3591680526733398,False,True
2048,4,vmm_paged,28,18,1.3513599634170532,False,True
2048,4,contiguous,28,19,1.3528319597244263,False,True
2048,4,vmm_paged,28,19,1.3497600555419922,False,True
2048,4,contiguous,28,20,1.3467520475387573,False,True
2048,4,vmm_paged,28,20,1.348736047744751,False,True
2048,4,contiguous,28,21,1.3469120264053345,False,True
2048,4,vmm_paged,28,21,1.366655945777893,False,True
2048,4,contiguous,28,22,1.3481919765472412,False,True
2048,4,vmm_paged,28,22,1.4256960153579712,False,True
2048,4,contiguous,28,23,1.3548799753189087,False,True
2048,4,vmm_paged,28,23,1.3467520475387573,False,True
2048,4,contiguous,28,24,1.3464319705963135,False,True
2048,4,vmm_paged,28,24,1.3477120399475098,False,True
2048,4,contiguous,28,25,1.3486080169677734,False,True
2048,4,vmm_paged,28,25,1.3510080575942993,False,True
2048,4,contiguous,28,26,1.3462079763412476,False,True
2048,4,vmm_paged,28,26,1.3439040184020996,False,True
2048,4,contiguous,28,27,1.3521920442581177,False,True
2048,4,vmm_paged,28,27,1.3474559783935547,False,True
2048,4,contiguous,28,28,1.3461439609527588,False,True
2048,4,vmm_paged,28,28,1.3475840091705322,False,True
2048,4,contiguous,28,29,1.3496639728546143,False,True
2048,4,vmm_paged,28,29,1.3506560325622559,False,True
2048,8,contiguous,28,0,1.3950400352478027,False,True
2048,8,vmm_paged,28,0,1.351680040359497,False,True
2048,8,contiguous,28,1,1.3580479621887207,False,True
2048,8,vmm_paged,28,1,1.3564159870147705,False,True
2048,8,contiguous,28,2,1.37772798538208,False,True
2048,8,vmm_paged,28,2,1.355679988861084,False,True
2048,8,contiguous,28,3,1.3528000116348267,False,True
2048,8,vmm_paged,28,3,1.3569600582122803,False,True
2048,8,contiguous,28,4,1.3624000549316406,False,True
2048,8,vmm_paged,28,4,1.3570239543914795,False,True
2048,8,contiguous,28,5,1.3594880104064941,False,True
2048,8,vmm_paged,28,5,1.3500479459762573,False,True
2048,8,contiguous,28,6,1.3578879833221436,False,True
2048,8,vmm_paged,28,6,1.3500159978866577,False,True
2048,8,contiguous,28,7,1.3574719429016113,False,True
2048,8,vmm_paged,28,7,1.3549760580062866,False,True
2048,8,contiguous,28,8,1.3586560487747192,False,True
