batch,seqlen,method,rep,ms,tokens_per_s
32,2048,sdpa_contig_gqa,12,0.07459200173616409,429000.41901524126
32,2048,flashinfer_paged,12,0.09091199934482574,351988.7388971089
32,2048,sdpa_contig_dense,13,0.4158399999141693,76952.67412130843
32,2048,sdpa_contig_gqa,13,0.07497599720954895,426803.2595893833
32,2048,flashinfer_paged,13,0.09087999910116196,352112.67953886744
32,2048,sdpa_contig_dense,14,0.4183039963245392,76499.38867706382
32,2048,sdpa_contig_gqa,14,0.0753600001335144,424628.449353848
32,2048,flashinfer_paged,14,0.09167999774217606,349040.14821194595
32,2048,sdpa_contig_dense,15,0.4182080030441284,76516.94794712818
32,2048,sdpa_contig_gqa,15,0.07440000027418137,430107.5252966738
32,2048,flashinfer_paged,15,0.10038399696350098,318775.91018451884
32,2048,sdpa_contig_dense,16,0.4212160110473633,75970.52144440394
32,2048,sdpa_contig_gqa,16,0.07497599720954895,426803.2595893833
32,2048,flashinfer_paged,16,0.09244800359010696,346140.51961446984
32,2048,sdpa_contig_dense,17,0.420960009098053,76016.72203628809
32,2048,sdpa_contig_gqa,17,0.07472000271081924,428265.50908792316
32,2048,flashinfer_paged,17,0.09158399701118469,349406.02118612494
32,2048,sdpa_contig_dense,18,0.4177280068397522,76604.8708155586
32,2048,sdpa_contig_gqa,18,0.07487999647855759,427350.447447783
32,2048,flashinfer_paged,18,0.09084799885749817,352236.70749417803
32,2048,sdpa_contig_dense,19,0.4177280068397522,76604.8708155586
32,2048,sdpa_contig_gqa,19,0.07596799731254578,421230.0064768898
32,2048,flashinfer_paged,19,0.09110400080680847,351246.9234787826
32,2048,sdpa_contig_dense,20,0.41920000314712524,76335.87728950723
32,2048,sdpa_contig_gqa,20,0.07555200159549713,423549.3345540588
32,2048,flashinfer_paged,20,0.09081599861383438,352360.8228553389
32,2048,sdpa_contig_dense,21,0.4184640049934387,76470.13749844921
32,2048,sdpa_contig_gqa,21,0.07494399696588516,426985.499780143
32,2048,flashinfer_paged,21,0.09040000289678574,353982.2895419154
32,2048,sdpa_contig_dense,22,0.4174399971961975,76657.72378050287
32,2048,sdpa_contig_gqa,22,0.07539200037717819,424448.2151940178
32,2048,flashinfer_paged,22,0.09033600240945816,354233.07592200476
32,2048,sdpa_contig_dense,23,0.41785600781440735,76581.40460245087
32,2048,sdpa_contig_gqa,23,0.07472000271081924,428265.50908792316
32,2048,flashinfer_paged,23,0.09862399846315384,324464.6384110585
32,2048,sdpa_contig_dense,24,0.41782400012016296,76587.27117350139
32,2048,sdpa_contig_gqa,24,0.07558400183916092,423370.01510047645
32,2048,flashinfer_paged,24,0.09254399687051773,345781.47780641646
32,2048,sdpa_contig_dense,25,0.4177280068397522,76604.8708155586
32,2048,sdpa_contig_gqa,25,0.07491199672222137,427167.8956664059
32,2048,flashinfer_paged,25,0.0923520028591156,346500.33577308
32,2048,sdpa_contig_dense,26,0.41574400663375854,76970.44212158605
32,2048,sdpa_contig_gqa,26,0.07497599720954895,426803.2595893833
32,2048,flashinfer_paged,26,0.09136000275611877,350262.68645615625
32,2048,sdpa_contig_dense,27,0.4206719994544983,76068.76626325413
32,2048,sdpa_contig_gqa,27,0.0745600014925003,429184.5407650475
32,2048,flashinfer_paged,27,0.0915519967675209,349528.149356021
32,2048,sdpa_contig_dense,28,0.4191040098667145,76353.3615681148
32,2048,sdpa_contig_gqa,28,0.07519999891519547,425531.921032167
32,2048,flashinfer_paged,28,0.09017600119113922,354861.5992870656
32,2048,sdpa_contig_dense,29,0.41862401366233826,76440.90868091282
32,2048,sdpa_contig_gqa,29,0.0748480036854744,427533.1127663753
32,2048,flashinfer_paged,29,0.09065599739551544,352982.7139884622
32,2048,sdpa_contig_dense,30,0.4163840115070343,76852.13436553723
32,2048,sdpa_contig_gqa,30,0.07487999647855759,427350.447447783
32,2048,flashinfer_paged,30,0.09228800237178802,346740.62909159076
32,2048,sdpa_contig_dense,31,0.41891199350357056,76388.3595987978
32,2048,sdpa_contig_gqa,31,0.07465600222349167,428632.64904279466
32,2048,flashinfer_paged,31,0.09225600212812424,346860.9007743335
32,2048,sdpa_contig_dense,32,0.4190720021724701,76359.19325106888
32,2048,sdpa_contig_gqa,32,0.07583999633789062,421940.9486444344
32,2048,flashinfer_paged,32,0.09200000017881393,347826.0862804766
32,2048,sdpa_contig_dense,33,0.417279988527298,76687.11867285387
32,2048,sdpa_contig_gqa,33,0.07497599720954895,426803.2595893833
32,2048,flashinfer_paged,33,0.0907519981265068,352609.3161650559
32,2048,sdpa_contig_dense,34,0.4166080057621002,76810.81390037731
32,2048,sdpa_contig_gqa,34,0.07481600344181061,427715.9769017672
32,2048,flashinfer_paged,34,0.09136000275611877,350262.68645615625
32,2048,sdpa_contig_dense,35,0.4187839925289154,76411.70763658194
32,2048,sdpa_contig_gqa,35,0.07494399696588516,426985.499780143
32,2048,flashinfer_paged,35,0.09084799885749817,352236.70749417803
